,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
16,Thunderstruck,The Razors Edge,AC/DC,1990-09-24,292880,81,0.501,0.000147,0.501,0.889,0.0114,0.217,-5.175,0.0364,133.519,4
17,Basket Case,Dookie,Green Day,1994-02-01,181533,80,0.442,0.00293,0.442,0.943,8.71e-06,0.091,-3.205,0.0602,85.064,4
18,Losing My Religion,Out Of Time (U.S. Version),R.E.M.,1991-01-01,267733,27,0.672,0.0767,0.672,0.841,0.0,0.135,-5.992,0.0285,125.437,4
19,I Don't Want to Miss a Thing,Armageddon - The Album,Various Artists,1974,298760,77,0.383,0.165,0.383,0.662,0.0,0.248,-5.162,0.0333,121.154,4
20,No Diggity,Another Level,Blackstreet,1996-09-09,304600,37,0.868,0.303,0.868,0.646,0.0,0.284,-4.674,0.288,88.641,4
21,Come As You Are,Nirvana (International Version),Nirvana,2002-01-01,219026,13,0.5,8.36e-05,0.5,0.832,0.00655,0.0924,-6.281,0.0325,120.066,4
22,Otherside,Californication,Red Hot Chili Peppers,1999-06-08,255373,3,0.458,0.00316,0.458,0.795,0.000202,0.0756,-3.265,0.0574,123.229,4
23,Gangsta's Paradise,80s Mania,Various Artists,2008-09-01,237520,4,0.652,0.132,0.652,0.542,0.0,0.16,-6.115,0.054,80.991,4
24,Nothing Else Matters,Metallica,Metallica,1991-08-12,388733,29,0.558,0.0505,0.558,0.364,5.02e-06,0.0753,-11.258,0.0265,142.171,3
25,Everlong,The Colour And The Shape (Expanded Edition),Foo Fighters,1997-05-20,250546,78,0.412,5.96e-05,0.412,0.882,0.00031,0.0805,-5.54,0.0369,158.066,4
26,Killing In The Name,Rage Against The Machine/Evil Empire,Rage Against The Machine,2003,314000,6,0.453,0.0178,0.453,0.78,2.14e-06,0.031,-6.497,0.279,85.366,4
27,Song 2,Blur,Blur,1997,121306,11,0.658,0.00211,0.658,0.726,0.00229,0.0922,-7.51,0.0856,129.715,4
28,Say My Name,The Writing's On The Wall,Destiny's Child,1999-07-26,271333,78,0.713,0.273,0.713,0.678,0.0,0.149,-3.525,0.102,138.009,4
29,Zombie,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,1994-10-03,306364,38,0.309,0.0158,0.309,0.649,0.00595,0.367,-8.994,0.035,166.915,4
30,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,2003-11-24,272733,61,0.571,0.193,0.571,0.836,4.09e-06,0.182,-5.556,0.0371,141.608,4
31,Scar Tissue,Californication,Red Hot Chili Peppers,1999-06-08,215906,4,0.595,0.0779,0.595,0.717,0.00274,0.108,-4.803,0.0295,88.969,4
32,Forgot About Dre,2001 (Explicit Version),Dr. Dre,1999-01-01,222240,52,0.925,0.092,0.925,0.737,0.0,0.169,-1.292,0.0777,133.946,4
33,Santeria,Sublime,Sublime,1996-07-30,182500,70,0.67,0.0208,0.67,0.753,2.71e-06,0.266,-5.058,0.0383,90.389,4
34,November Rain,Use Your Illusion I,Guns N' Roses,1991-01-01,537506,36,0.197,0.0165,0.197,0.629,0.279,0.125,-9.291,0.03,79.495,4
35,What's My Age Again?,Enema Of The State,blink-182,1999-01-01,148573,31,0.398,0.0133,0.398,0.954,0.000218,0.0891,-7.373,0.0715,157.766,4
36,Good Riddance (Time of Your Life),Nimrod,Green Day,1997-10-14,153466,76,0.475,0.183,0.475,0.432,0.0,0.161,-7.844,0.0302,94.605,4
37,What's Up?,"Bigger, Better, Faster, More !",4 Non Blondes,1992-01-01,295493,37,0.566,0.156,0.566,0.57,0.0,0.118,-9.875,0.0285,134.537,4
38,The Kids Aren't Alright,Americana,The Offspring,1998-11-17,179600,17,0.52,0.00599,0.52,0.945,4.97e-05,0.0495,-4.197,0.0335,99.603,4
39,Don't Look Back in Anger,(What's the Story) Morning Glory,Oasis,1995-10-02,287826,58,0.349,0.0303,0.349,0.912,8.03e-06,0.12,-3.603,0.0692,164.001,4
40,Don't Speak,No Doubt (International Version),No Doubt,2004-10-25,263000,16,0.522,0.24,0.522,0.707,2.04e-05,0.156,-7.113,0.0354,76.05,4
41,Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,Backstreet Boys,1997-10-09,225360,39,0.731,0.0352,0.731,0.853,0.0,0.268,-4.219,0.0363,108.016,4
42,It Was A Good Day,The Predator,Ice Cube,1992-11-17,260000,23,0.795,0.322,0.795,0.745,4.15e-05,0.221,-5.411,0.143,82.383,4
43,Save Tonight,Desireless,Eagle-Eye Cherry,1997-01-01,242733,37,0.545,9.44e-05,0.545,0.699,5.79e-05,0.12,-8.76,0.0338,119.589,4
44,Ambitionz Az A Ridah,All Eyez On Me,2Pac,1996,278386,80,0.801,0.00253,0.801,0.908,0.000655,0.0698,-6.554,0.221,87.279,4
45,Kiss Me,6 PICKS: Essential Radio Hits EP,Sixpence None The Richer,2009-02-03,204753,24,0.529,0.116,0.529,0.741,1.23e-06,0.0736,-5.661,0.0268,100.004,4
46,Torn,Glorious: The Singles 97-07,Natalie Imbruglia,2007-09-05,244813,71,0.559,0.0746,0.559,0.928,5.56e-05,0.696,-3.04,0.0355,96.315,4
47,Drive,Make Yourself - Tour Edition,Incubus,1999,232533,68,0.651,0.0538,0.651,0.793,0.01,0.137,-7.312,0.0338,90.573,4
48,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,1999,211066,77,0.759,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,4
49,What Is Love,What is Love - Remix,Haddaway,1993,270373,71,0.683,0.0222,0.683,0.772,0.0149,0.203,-7.907,0.0311,123.871,4
50,Black Hole Sun,Superunknown,Soundgarden,1994-03-09,318000,4,0.361,0.000291,0.361,0.728,0.000112,0.0701,-8.519,0.0368,105.768,4
51,What I Got,Sublime,Sublime,1996-07-30,171066,64,0.799,0.0128,0.799,0.696,0.000333,0.331,-7.513,0.0859,95.637,4
52,Two Princes,Pocket Full Of Kryptonite,Spin Doctors,1991-08-27,256733,73,0.543,0.00162,0.543,0.912,2.1e-06,0.0565,-10.71,0.0601,103.731,4
53,Black or White,Dangerous,Michael Jackson,1991-11-13,254933,68,0.518,0.172,0.518,0.9,0.0315,0.0713,-3.748,0.0933,115.029,4
54,Heart-Shaped Box,In Utero - 20th Anniversary - Deluxe Edition,Nirvana,1993-09-21,281160,35,0.493,0.188,0.493,0.66,0.0298,0.094,-10.198,0.0457,100.977,4
55,My Name Is,The Slim Shady LP (Explicit),Eminem,1999-02-23,268400,5,0.861,0.0503,0.861,0.684,0.0,0.0912,-6.294,0.323,85.521,4
56,Lithium,Nirvana (International Version),Nirvana,2002-01-01,257133,10,0.687,0.00145,0.687,0.685,0.0,0.0657,-5.854,0.0367,123.147,4
57,Learn to Fly,There Is Nothing Left To Lose,Foo Fighters,1999-11-02,235293,74,0.465,1.83e-05,0.465,0.919,2.07e-05,0.262,-4.025,0.0408,135.997,4
58,Regulate,Regulate G Funk (Enhanced Reissue),Warren G,1994-06-07,250868,53,0.832,0.4,0.832,0.588,0.0,0.104,-10.88,0.248,95.309,4
59,"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,1997-10-24,280000,72,0.428,0.732,0.428,0.276,5.33e-06,0.117,-11.729,0.0312,99.195,1
60,Friday I'm In Love,Wish,The Cure,1992-04-21,213577,32,0.526,0.00126,0.526,0.763,6.75e-05,0.359,-12.663,0.0341,136.205,4
61,Tears In Heaven,Clapton Chronicles: The Best Of Eric Clapton,Eric Clapton,1999-10-12,271760,58,0.498,0.835,0.498,0.242,0.536,0.133,-12.238,0.0257,153.744,4
62,Karma Police,OK Computer,Radiohead,1997-05-21,264066,16,0.36,0.0626,0.36,0.505,9.22e-05,0.172,-9.129,0.026,74.807,4
63,Straight Outta Compton - Extended Mix / Edit,N.W.A. Greatest Hits,N.W.A.,1996-07-02,266193,54,0.773,0.117,0.773,0.947,0.0,0.44,-5.824,0.249,102.146,4
64,Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997-04-08,268360,76,0.64,0.00832,0.64,0.864,0.0,0.123,-6.576,0.0315,102.026,4
65,1979,Mellon Collie And The Infinite Sadness,The Smashing Pumpkins,1995-10-24,265893,18,0.768,0.0218,0.768,0.744,0.712,0.063,-11.267,0.0338,127.036,4
66,Alive,Ten,Pearl Jam,1991-08-27,340907,76,0.284,0.00752,0.284,0.875,0.000461,0.402,-6.069,0.0422,75.009,4
67,Pretty Fly (For a White Guy),Americana,The Offspring,1998-11-17,188106,14,0.72,0.0962,0.72,0.898,0.0,0.0675,-3.701,0.0997,143.431,4
68,I'll Be Missing You - 10th Anniversary (Explicit),Bad Boy's 10th Anniversary - The Hits (Explicit Version),Various Artists,2004-01-01,301506,1,0.86,0.043,0.86,0.492,0.00146,0.566,-9.211,0.0673,109.892,4
69,Blue (Da Ba Dee),Europop,Eiffel 65,1999,283747,18,0.822,0.259,0.822,0.969,0.000162,0.39,-11.471,0.0582,128.007,4
70,Lovefool - Radio Edit,Best Of,The Cardigans,2008-01-25,198240,19,0.648,0.0251,0.648,0.688,3.08e-06,0.149,-4.671,0.0282,111.854,4
71,One,Achtung Baby,U2,1991-11-18,276186,32,0.511,0.256,0.511,0.536,0.00265,0.122,-8.661,0.0302,90.358,4
72,Kiss From A Rose,Seal [1994],Seal,1994-05-31,288426,73,0.583,0.684,0.583,0.532,0.0,0.306,-7.11,0.0309,131.741,3
73,Wind Of Change,Crazy World,Scorpions,1990-01-01,313226,34,0.453,0.297,0.453,0.543,0.0,0.0928,-10.106,0.0366,151.362,4
74,Ironic - 2015 Remaster,Jagged Little Pill (Collector's Edition),Alanis Morissette,2015-10-30,230000,53,0.408,0.218,0.408,0.582,0.0,0.159,-8.305,0.0508,114.926,5
75,Self Esteem,Smash,The Offspring,1994-04-08,257826,15,0.488,0.0204,0.488,0.862,0.0,0.359,-7.595,0.0476,104.56,4
76,Even Flow,Ten,Pearl Jam,1991-08-27,292580,74,0.394,0.00178,0.394,0.944,4.54e-06,0.298,-6.506,0.0761,105.338,4
77,Ice Ice Baby,Vanilla Ice Is Back! - Hip Hop Classics,Vanilla Ice,2008-11-04,254466,70,0.978,0.0023,0.978,0.787,4.6e-06,0.102,-2.79,0.0394,116.006,4
78,Enjoy the Silence,"The Best of Depeche Mode, Vol. 1 (Deluxe)",Depeche Mode,2006,253586,61,0.646,0.0839,0.646,0.763,6.12e-05,0.0944,-8.046,0.0273,112.931,4
79,The Unforgiven,Metallica,Metallica,1991-08-12,387133,17,0.539,0.0108,0.539,0.597,0.00552,0.134,-9.581,0.0258,139.444,4
80,(Everything I Do) I Do It For You,Waking Up The Neighbours,Bryan Adams,1991-09-24,393640,32,0.52,0.0752,0.52,0.363,1.13e-05,0.0609,-12.655,0.0286,131.224,4
81,Angels - Remastered 2004,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Robbie Williams,2010-01-01,267413,60,0.393,0.142,0.393,0.601,1.88e-05,0.13,-6.075,0.0298,150.039,4
82,U Can't Touch This,Please Hammer Don't Hurt 'Em,MC Hammer,1990-02-20,257360,73,0.867,0.00456,0.867,0.517,0.000339,0.0864,-13.222,0.0875,133.148,4
83,Waterfalls,Crazysexycool,TLC,1994-11-15,279506,73,0.77,0.311,0.77,0.505,7.4e-05,0.0777,-7.345,0.0828,171.798,4
84,Doo Wop (That Thing),The Miseducation of Lauryn Hill,Ms. Lauryn Hill,1998-08-25,320266,22,0.535,0.0393,0.535,0.505,0.0,0.0923,-8.926,0.245,99.935,4
85,Linger,"Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)",The Cranberries,1993-03-01,274760,37,0.438,0.0841,0.438,0.428,4.63e-05,0.138,-14.861,0.0263,94.864,4
86,Closing Time,Feeling Strangely Fine,Semisonic,1998-01-01,273533,31,0.481,0.0204,0.481,0.865,1.24e-06,0.17,-5.498,0.0283,92.086,4
87,Loser,Mellow Gold,Beck,1994-03-01,234960,19,0.595,0.0343,0.595,0.617,0.000135,0.383,-10.455,0.117,85.387,4
88,Gin And Juice (feat. Dat Nigga Daz),Doggystyle,Snoop Dogg,1993,211493,75,0.549,0.0285,0.549,0.853,0.000296,0.618,-4.293,0.188,94.695,4
89,Say It Ain't So,Weezer,Weezer,1994-05-10,258826,25,0.634,0.00737,0.634,0.551,1.82e-05,0.07,-7.136,0.0352,151.779,4
90,Wait And Bleed,Slipknot 10th Anniversary Edition,Slipknot,2009-09-09,147840,70,0.382,0.00208,0.382,0.996,0.0,0.417,-4.119,0.104,93.345,4
91,When I Come Around,Dookie,Green Day,1994-02-01,178000,74,0.531,0.0175,0.531,0.909,0.0,0.231,-4.236,0.034,97.546,4
92,Believe,Believe,Cher,1998,239026,76,0.652,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,4
93,Du hast,Sehnsucht,Rammstein,1997-08-22,234226,23,0.64,0.00369,0.64,0.922,0.055,0.332,-6.283,0.0385,125.105,4
94,Champagne Supernova,(What's the Story) Morning Glory,Oasis,1995-10-02,450373,47,0.298,0.192,0.298,0.864,0.00301,0.362,-2.255,0.0377,150.385,4
95,What's The Difference,2001,Dr. Dre,1999-11-16,244200,66,0.792,0.238,0.792,0.825,0.0,0.186,-0.362,0.23,91.907,4
96,Freak On a Leash,Follow The Leader,Korn,1998,255333,9,0.339,3.22e-05,0.339,0.891,0.115,0.388,-6.527,0.0522,102.925,4
97,Break Stuff,Greatest Hitz,Limp Bizkit,2005-01-01,166653,15,0.427,0.00384,0.427,0.917,0.000102,0.0544,-5.427,0.161,109.853,4
98,Bulls On Parade,Evil Empire,Rage Against The Machine,1996-04-15,229466,72,0.412,0.0124,0.412,0.919,0.0601,0.424,-7.291,0.184,166.367,4
